Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
221	Pyronaridine Artesunate (3:1) Versus Coartem® in P Falciparum Malaria Patients	Completed	No Results Available	Malaria	Drug: Pyronaridine artesunate|Drug: Coartem® (artemether lumefantrine)	Ecole de Santé Publique, Faculté de Médecine, Université de Kinshasa, Kinshasa, DRC, Congo|Farafenni Field Station, c/o: MRC Laboratories, Fajara, Gambia|Komfo Anoykye Teaching Hospital, Kumasi, Ghana|RSUD TC Hillers, Maumere, Nusa Tenggara Timur, Indonesia|Jayapura General Hospital (RSUD) DOK II, Jayapura, Papua, Indonesia|Siaya District Hospital, Medical Superintendent's office, Siaya Town, Kenya|Malaria Research and Training Center, Faculté de Médecine, de Pharmacie et d'Ondonto-stomatologie, Bamako, Mali|Instituto Nacional de Saude, Ministero de Saude, Maputo, Mozambique|Puerto Princesa General Hospital, Puerto Princesa, Philippines|Service de Parasitologie, Faculté de Médecine, Université Cheikh Anta Diop, Dakar, Dakar Fann, Senegal	https://ClinicalTrials.gov/show/NCT00422084
222	Cohort Study in Senegal Comparing Artesunate + Amiodaquine in the Treatment of Repeated Uncomplicated Plasmodium Falciparum Malaria Attacks	Completed	No Results Available	Malaria	Drug: Coarsucam® (artésunate (AS) + amodiaquine (AQ) as fixed dose combination)|Drug: Coartem® (arthemether+ lumefantrine)	Sanofi-Aventis Administrative Office, Dakar, Senegal	https://ClinicalTrials.gov/show/NCT00540410
223	TES Artemether-lumefantrine for Pf and Chloroquine (CQ) for Pv	Completed	No Results Available	Malaria|Falciparum Malaria|Vivax Malaria	Drug: Arthemeter-lumefantrine|Drug: Chloroquine		https://ClinicalTrials.gov/show/NCT04222088
224	Pyronaridine Artesunate (3:1) Versus Mefloquine Artesunate in P Falciparum Malaria Patients	Completed	No Results Available	Malaria	Drug: Pyronaridine artesunate|Drug: Mefloquine plus artesunate	RAOTAP2/Centre Muraz, Bobo Dioulasso, Houet Province, Burkina Faso|Pailin Referral Hospital, Pailin, Pailin Province, Cambodia|Institut Pasteur, Abidjan, Côte D'Ivoire|Wentlock District Hospital, Mangalore, India|Bagamoyo Research and Training Centre of Ifakara Health Institute, Bagamoyo, Tanzania|MaeLamad District Hospital, MaeLamad, Tak Province, Thailand|MaeSod General Hospital, MaeSod, Tak Province, Thailand|NIMPE, Hanoi, Commune Xy, Vietnam|Choray Hospital, Dak O, Ho Chi Minh City, Vietnam	https://ClinicalTrials.gov/show/NCT00403260
225	A Study of Safety and Immunogenicity of a Malaria Vaccine Candidate	Completed	No Results Available	Prophylaxis Against Plasmodium Falciparum Malaria	Biological: Plasmodium falciparum Chimeric Prot. 2.9 - Montanide ISA 720	Shanghai Changhai Hospital, Shanghai, China	https://ClinicalTrials.gov/show/NCT00284973
226	Cohort Study in Uganda Comparing Artesunate + Amiodaquine (Coarsucam) Versus Artemether + Lumenfantrine (Coartem) in the Treatment of Repeated Uncomplicated Plasmodium Falciparum Malaria Attacks	Completed	No Results Available	Malaria	Drug: Coarsucam|Drug: Coartem	Sanofi-aventis administrative office, Kampala, Uganda	https://ClinicalTrials.gov/show/NCT00699920
227	Efficacy and Safety of the Pediatric Formulation of Artemether- Lumefantrine in Children With Uncomplicated P. Falciparum Malaria.	Completed	No Results Available	Malaria|Falciparum	Drug: Artemether-lumefantrine	Novartis, Benin, Benin|Novartis, Kenya, Kenya|Novartis, Mali, Mali|Novartis, Mozambique, Mozambique|Novartis, Tanzania, Tanzania	https://ClinicalTrials.gov/show/NCT00386763
228	Efficacy, Safety and Tolerability of Co-artemether in Non-immune Travelers	Completed	No Results Available	Acute Uncomplicated P. Falciparum Malaria	Drug: Co-artemether		https://ClinicalTrials.gov/show/NCT00233337
229	Evaluating the Efficacy of Artesunate-mefloquine and the Relative Roles of Resistance Genetic Markers	Completed	No Results Available	P. Falciparum Malaria|P. Falciparum Malaria Mixed Infection		Shoklo Malaria Research Unit, Mae Sot, Tak, Thailand	https://ClinicalTrials.gov/show/NCT02427360
230	ATAQ EASY: Artesunate + Amodiaquine Fixed Dose Combination in the Treatment of Uncomplicated Plasmodium Falciparum Malaria	Completed	No Results Available	Malaria	Drug: Artesunate + Amodiaquine	CHU, Yaounde, Cameroon|Centre de santé, Tsiroanomandidy, Madagascar|Bancoumana, Mali|Keur Socé, Senegal|Oussouye, Senegal	https://ClinicalTrials.gov/show/NCT00316329
231	Dose Escalation, Randomized Controlled Trial to Evaluate the Safety, Immunogenicity and Efficacy of Intravenously Administered Attenuated Plasmodium Falciparum Sporozoite Vaccine (PfSPZ Vaccine) in Tanzanian Adults	Completed	No Results Available	Malaria|Plasmodium Falciparum Malaria	Biological: PfSPZ Vaccine|Biological: Normal Saline (Placebo)|Biological: PfSPZ Challenge	Bagamoyo Research and Training Center, Ifakara Health Institute, Kingani Estate, PO Box 74, Bagamoyo, Tanzania	https://ClinicalTrials.gov/show/NCT02132299
232	Safety and Protective Efficacy of Intravenous Immunization With Cryopreserved Plasmodium Falciparum Sporozoites Under Chemoprophylaxis	Completed	No Results Available	Malaria|Plasmodium Falciparum Malaria	Biological: PfSPZ Challenge|Biological: 0.9% Sodium Chloride (Placebo)	Institute of Tropical Medicine, University of Tuebingen, Wilhelmstr. 27, Tübingen, Germany	https://ClinicalTrials.gov/show/NCT02115516
233	Additional Screening With Sensitives RDTs and Malaria	Not yet recruiting	No Results Available	Plasmodium Falciparum Malaria|Malaria Diagnosis	Diagnostic Test: Additional screening using ultra sensitive RDTs|Drug: Dihydroartemisinin-piperaquin|Other: Reminders	Institut de Recherche en Sciences de la Santé/ Clinical Research Unit of Nanoro, Ouagadougou, Kadiogo, Burkina Faso	https://ClinicalTrials.gov/show/NCT04147546
234	Phase I/II Trial of a Malaria Vaccine in Adults Living in the United States of America	Completed	Has Results	Malaria|Plasmodium Falciparum Malaria	Biological: Falciparum Malaria Protein 11 with AS02A adjuvant	Walter Reed Army Institute of Research, Silver Spring, Maryland, United States	https://ClinicalTrials.gov/show/NCT00312702
235	Hyperphenylalaninemia in Cerebral Malaria	Completed	No Results Available	Plasmodium Falciparum Malaria		Hubert Kairuki Memorial University, Dar es Salaam, Tanzania	https://ClinicalTrials.gov/show/NCT00338520
236	Plasmodium Resistance in A. Gambiae	Completed	No Results Available	Malaria|Plasmodium Falciparum Malaria		Centre National de Recherche et de Formation sur le Paludisme, West Africa, Burkina Faso	https://ClinicalTrials.gov/show/NCT00466557
237	Prospective Evaluation of an RDT to Screen for Gambiense HAT and Diagnose P. Falciparum Malaria	Not yet recruiting	No Results Available	Human African Trypanosomiasis	Diagnostic Test: No intervention		https://ClinicalTrials.gov/show/NCT03394976
238	Short Course Radical Cure of P. Vivax Malaria in Nepal	Not yet recruiting	No Results Available	Malaria|Malaria, Vivax|Malaria,Falciparum	Drug: primaquine		https://ClinicalTrials.gov/show/NCT04079621
239	To Evaluate Current Efficacy of Antimalarials Used in Timika, Papua, Indonesia	Completed	No Results Available	Falciparum Malaria|Vivax Malaria	Drug: Chloroquine and sulphadoxine-pyrimethamine	SP9 & SP12 Public Health- Malaria control clinics, Timika, Papua, Indonesia	https://ClinicalTrials.gov/show/NCT00157859
240	A Randomized Trial of Coartemether and Artekin for the Treatment of Uncomplicated Malaria in Papua, Indonesia.	Completed	No Results Available	Falciparum Malaria|Vivax Malaria	Drug: Artekin / Coartemther	SP9 and SP12 Malaria-Public Health Clinics, Timika, Papua, Indonesia	https://ClinicalTrials.gov/show/NCT00157833
241	DSM265 Phase IIa Investigation Treating Plasmodium Falciparum or Vivax	Completed	No Results Available	Plasmodium Falciparum Malaria|Plasmodium Vivax Malaria	Drug: DSM265 400mg|Drug: DSM265 xmg|Drug: DSM265 ymg	Clínica de la Asociación Civil Selva Amazónica, Iquitos, Departamento de Loreto (Amazonía Peruana), Peru	https://ClinicalTrials.gov/show/NCT02123290
242	Malaria in Early Life Study	Completed	No Results Available	Plasmodium Falciparum Malaria|Plasmodium Vivax Malaria	Drug: dihydroartemisinin-piperaquine	Timika Research Facility, Timika, Papua, Indonesia	https://ClinicalTrials.gov/show/NCT02001428
243	Effect of Plasmodium Falciparum Exposure and Sickle Cell Trait on Infection Rates and Kinetics After IV Administration of PfSPZ Challenge	Completed	No Results Available	Plasmodium Falciparum Malaria|Malaria	Biological: PfSPZ Challenge	Centre de Recherches Médicales de Lambaréné, Lambaréné, Gabon	https://ClinicalTrials.gov/show/NCT02237586
244	Malaria Vaccine Evaluation Programme	Active, not recruiting	No Results Available	Malaria,Falciparum|Feasibility|Safety|Mortality	Biological: RTS,S/AS01E	Kintampo Health Research Centre, Kintampo, Ghana|CDC Kenya Malaria Programme, Kisumu, Kenya|College of Medicine, Blantyre, Malawi	https://ClinicalTrials.gov/show/NCT03806465
245	Safety and Efficacy of NF135 CPS Immunization	Recruiting	No Results Available	Malaria,Falciparum|Controlled Human Malaria Infection|Immunization; Infection	Biological: CPS-immunization|Biological: malaria challenge infection, P. falciparum NF135.C10|Biological: malaria challenge infection, P. falciparum NF54|Biological: malaria challenge infection, P. falciparum NF166.C8|Drug: Atovaquone / Proguanil Oral Tablet [Malarone]	Radboud university medical centre, Nijmegen, Gelderland, Netherlands	https://ClinicalTrials.gov/show/NCT03813108
246	Safety and Protective Efficacy of Pb(PfCS@UIS4)	Completed	No Results Available	Malaria,Falciparum|Plasmodium Falciparum|Plasmodium Berghei|Controlled Human Malaria Infection (CHMI)	Biological: Pb(PfCS@UIS4)-infected mosquitoes|Other: Challenge infection P. falciparum	Havenziekenhuis, Rotterdam, Netherlands	https://ClinicalTrials.gov/show/NCT03138096
247	Clinical Performance of the Histidine Rich Protein 2 (HRP2) Highly Sensitive Rapid Diagnostic Test (HS-RDT) for Malaria Diagnosis in Pregnant Women in Papua New Guinea	Not yet recruiting	No Results Available	Plasmodium Falciparum Malaria|Pregnancy Malaria|Diagnoses Disease	Diagnostic Test: HS-RDT		https://ClinicalTrials.gov/show/NCT03462615
248	A Study to Investigate the Safety, Tolerability and Pharmacokinetics of OZ439 in Healthy Male and Female Subjects	Completed	Has Results	Malaria Falciparum|Malaria Vivax|Healthy Volunteers	Drug: OZ439 50mg API capsules|Drug: OZ439 200mg API capsules|Drug: OZ439 400mg aqueous dispersion|Drug: OZ439 800mg aqueous dispersion|Drug: OZ439 100mg API capsules|Drug: OZ439 400mg API capsules|Drug: OZ439 1600mg aqueous dispersion|Drug: OZ439 800mg API capsules|Drug: OZ439 1200mg API capsules|Drug: Placebo|Drug: OZ439 200mg aqueous dispersion	Comprehensive Phase One Miramar; 3400 Enterprise Way, Miramar, Florida, United States	https://ClinicalTrials.gov/show/NCT00928083
249	Non-specific Effects of Vaccination on Mortality and Morbidity	Active, not recruiting	No Results Available	Vaccine Reaction|Anemia|Malaria,Falciparum|Salmonella Bacteraemia	Other: Venipuncture	Clinical Research Unit of Nanoro, Nanoro, Boulkiemedé, Burkina Faso	https://ClinicalTrials.gov/show/NCT03176719
250	Iron Absorption and Utilization in Adolescents Infected With Malaria Parasites, Hookworms or Schistosoma	Completed	No Results Available	Malaria, Falciparum|Hookworm Infections|Schistosoma Haematobium	Dietary Supplement: Fe-57 orally, Fe-58 intravenously	Taabo Cité Hospital, Taabo, Côte D'Ivoire	https://ClinicalTrials.gov/show/NCT01163877
251	Phase 1 Study of the Safety and Immunogenicity of a Malaria Transmission-blocking Pfs25-Pfs25 Conjugate Vaccine	Withdrawn	No Results Available	Malaria|Malaria Vaccines|Plasmodium Falciparum Malaria	Biological: Malaria Transmission-Blocking Pfs25-Pfs25 Conjugate Vaccine		https://ClinicalTrials.gov/show/NCT00977899
252	Effect of Paracetamol on Kidney Function in Severe Malaria	Not yet recruiting	No Results Available	Severe Malaria|Malaria,Falciparum|Acute Kidney Injury|Paracetamol	Drug: Paracetamol|Procedure: Mechanical antipyresis	The Kinshasa Medical Oxford Research Unit (KIMORU), Kinshasa, Congo, Congo, The Democratic Republic of the	https://ClinicalTrials.gov/show/NCT04251351
253	Effect of Ready to Use Therapeutic Food (RUTF) Supplement After an Episode of Malaria Falciparum on Weight	Completed	No Results Available	Weight Loss|Weight Gain|Convalescence|Malaria	Dietary Supplement: RUTF (Plumpynut®)	Central Hospital, Dubie, Katanga, Congo	https://ClinicalTrials.gov/show/NCT00819858
254	ACT With Chloroquine, Amodiaquine & Sulphadoxine-pyrimethamine in Pakistan	Completed	No Results Available	Malaria|Falciparum Malaria|Vivax Malaria	Drug: SP, chloroquine, amodiaquine, primaquine, artesunate	HealthNet International, Peshawar, Pakistan	https://ClinicalTrials.gov/show/NCT00158548
255	Dose Ranging Study of Ferroquine With Artesunate in African Adults and Children With Uncomplicated Plasmodium Falciparum Malaria	Terminated	No Results Available	Plasmodium Falciparum Infection	Drug: Ferroquine (SSR97193)|Drug: Placebo|Drug: artesunate	Sanofi-Aventis Investigational Site Number 204001, Cotonou, Benin|Sanofi-Aventis Investigational Site Number 854002, Bobo-Dioulasso 01, Burkina Faso|Sanofi-Aventis Investigational Site Number 854003, Nouna, Burkina Faso|Sanofi-Aventis Investigational Site Number 854001, Ouagadougou, Burkina Faso|Sanofi-Aventis Investigational Site Number 120001, Yaounde, Cameroon|Sanofi-Aventis Investigational Site Number 266001, B.P. 118 Lambarene, Gabon|Sanofi-Aventis Investigational Site Number 266002, Libreville, Gabon|Sanofi-Aventis Investigational Site Number 404001, Kilifi, Kenya|Sanofi-Aventis Investigational Site Number 404002, Kisumu, Kenya|Sanofi-Aventis Investigational Site Number 834001, Korogwe, Tanzania	https://ClinicalTrials.gov/show/NCT00988507
256	Controlled Human Malaria Infection Model for Evaluation of Transmission-blocking Interventions - Study 2	Completed	No Results Available	Malaria,Falciparum|Gametocytes|Controlled Human Malaria Infection|Transmission	Drug: Piperaquine (low dose)|Drug: Piperaquine (high dose)|Drug: Sulfadoxine pyrimethamine|Drug: Atovaquone Proguanil|Other: malaria challenge infection, P. falciparum 3D7|Other: Blood stage malaria challenge infection, P. falciparum 3D7	Radboud university medical center, Nijmegen, Gelderland, Netherlands	https://ClinicalTrials.gov/show/NCT03454048
257	Health Itinerary of Young Children With Suspected Bloodstream Infection in Kisantu General Referral Hospital, DR Congo	Not yet recruiting	No Results Available	Bloodstream Infection|Health Care Utilization|Malaria,Falciparum|Salmonella Infection Non-Typhoid|Febrile Illness			https://ClinicalTrials.gov/show/NCT04289688
258	Paracetamol Effect on Oxidative Stress and Renal Function in Severe Malaria	Completed	No Results Available	Malaria	Drug: Paracetamol|Drug: No Paracetamol	Chittagong Medical College Hospital, Chittagong, Bangladesh|Ramu Upazilla Health Complex, Ramu, Bangladesh	https://ClinicalTrials.gov/show/NCT01641289
259	DSM265 Prophylaxis of Plasmodium Falciparum Malaria	Completed	No Results Available	Healthy	Drug: DSM265|Drug: Placebo|Biological: Sporozoites|Biological: Infective mosquito bite	Fred Hutchinson Cancer Research Center - Prevention Center, Seattle, Washington, United States	https://ClinicalTrials.gov/show/NCT02562872
260	Bio-availability of Rectal Artesunate in Children With Severe Falciparum Malaria	Completed	No Results Available	Malaria	Drug: Intrarectal artesunate|Drug: Intravenous artesunate|Drug: Intravenous quinine	Kinshasa School of Public Health, Kinshasa, Congo, The Democratic Republic of the	https://ClinicalTrials.gov/show/NCT02492178
261	Efficacy And Safety Of AL For The Treatment Of Uncomplicated Falciparum Malaria In Mainland Tanzania	Completed	No Results Available	Uncomplicated Malaria	Drug: Artemether-Lumefantrine		https://ClinicalTrials.gov/show/NCT03387631
262	Dihydroartemisinin- Piperaquine Versus Artemether- Lumefantrine in the Treatment Uncomplicated Plasmodium Falciparum Malaria in Sudan	Unknown status	No Results Available	Malaria	Drug: Dihydroartemisinin- piperaquine|Drug: artemether- lumefantrine	Sinnar, Cinnar, Blue Nile, Sudan	https://ClinicalTrials.gov/show/NCT01075945
263	Safety and Efficacy Dose of Artesunate Used in Combination With LAPDAP Treatment of Uncomplicated Falciparum Malaria	Completed	No Results Available	Malaria	Drug: Chlorproguanil-dapsone-artesunate (CDA)	GSK Investigational Site, Banjul, Gambia|GSK Investigational Site, Blantyre, Malawi	https://ClinicalTrials.gov/show/NCT00519467
264	Safety and Efficacy of Chloroquine Associated With Dehydroepiandrosterone Sulphate to Treat Uncomplicated Falciparum Malaria	Suspended	No Results Available	Malaria	Drug: chloroquine|Drug: dehydroepiandrosterone sulphate	Institute of Medical Research and study of Medicinal Plants, Medical Research Center, Yaounde, Cameroon	https://ClinicalTrials.gov/show/NCT00442403
265	Malaria Genetic Surveillance	Recruiting	No Results Available	Plasmodium Falciparum		National Centre for Malaria Control, Parasitology and Entomology (CNM), Phnom Penh, Cambodia|Center of Malariology, Parasitology and Entomology, Vientiane, Lao People's Democratic Republic|Buntharik hospital, Ubon Ratchathani, Thailand|Na Chaluai hospital, Ubon Ratchathani, Thailand|Institute of Malariology, Parasitology, and Entomology Quy Nhon, Qui Nhon, Vietnam	https://ClinicalTrials.gov/show/NCT03384498
266	Malaria Studies in Cambodia	Completed	No Results Available	Malaria		National Center for Parasitology, Entomology, and Malaria Controk, Ministry of H, Phnom Penh, Cambodia|Preah Vihear Referral Hospital, Preah Vihear Province, Cambodia|Ratanakiri Referral Hospital, Ratanakiri Province, Cambodia	https://ClinicalTrials.gov/show/NCT00663546
267	Monitoring of Molecular Markers of Artemisinin Resistance Through Repeated Cross-sectional Assessments in DR Congo, Nigeria and Uganda	Suspended	No Results Available	Severe Malaria	Other: Blood sample (combined with malaria RDT) followed by gentoyping analysis	Health Zone of Kenge, Kenge, Kwango, Congo, The Democratic Republic of the|Health Zone of Ipamu, Ipamu, Kwilu, Congo, The Democratic Republic of the|Health Zone of Kingandu, Kingandu, Kwilu, Congo, The Democratic Republic of the|Adamawa State, selected LGAs, Yola, Adamawa, Nigeria|Apac District, Lira, Apac, Uganda|Kole District, Lira, Kole, Uganda|Oyam District, Lira, Oyam, Uganda	https://ClinicalTrials.gov/show/NCT04037332
268	Pyronaridine-artesunate and Artemether-lumefantrine for the Treatment of Paediatric Malaria	Completed	No Results Available	Malaria	Drug: Pyronaridine-artesunate|Drug: Artemether-lumefantrine combination	St. Jude's Clinic, ICIPE, Mbita, Kenya	https://ClinicalTrials.gov/show/NCT02411994
269	Amodiaquine+Artesunate for Uncomplicated Malaria Treatment	Completed	No Results Available	Uncomplicated Malaria	Drug: Artesunate-Amodiaquine	CRUN, Nanoro, Boulkiemdé, Burkina Faso	https://ClinicalTrials.gov/show/NCT01213433
270	A Challenge Study to Assess the Safety, Immunogenicity and Efficacy of a Malaria Vaccine Candidate	Completed	No Results Available	Malaria	Biological: RH5.1/ ASO1	Guys and St Thomas' NIHR CRF, London, United Kingdom|Nihr Wtcrf, Southampton, United Kingdom	https://ClinicalTrials.gov/show/NCT02927145
271	Single Low-dose Primaquine Efficacy and Safety.	Recruiting	No Results Available	Malaria	Drug: Primaquine	Tropical Pesticides Research Institute (TPRI), Arusha, Tanzania	https://ClinicalTrials.gov/show/NCT03352843
272	A Study to Assess the Safety and Immunogenicity of a Candidate Malaria Vaccine Using Novel Routes of Administration	Recruiting	No Results Available	Malaria	Biological: ChAd63-METRAP|Biological: MVA ME-TRAP	Centre for Clinical Vaccinology and Tropical Medicine, Churchill Hospital, Oxford, United Kingdom	https://ClinicalTrials.gov/show/NCT03084289
273	Harmonized AS/MQ Efficacy Study - Thailand	Completed	No Results Available	Malaria	Drug: Artesunate/mefloquine (AS/MQ)	Kwai River Christian Hospital in Sangklaburi, Amphoe Sangkhlaburi, Kanchanaburi, Thailand	https://ClinicalTrials.gov/show/NCT02052323
274	Parenteral Artesunate Compared to Quinine as a Cause of Late Anaemia in African Children With Malaria	Completed	No Results Available	Anaemia	Drug: artesunate|Drug: quinine	Kinshasa School of Public Health, Kinshasa, Congo, The Democratic Republic of the	https://ClinicalTrials.gov/show/NCT02092766
275	Plasmodium Falciparum Artemisinin Resistance Vietnam	Completed	No Results Available	Plasmodium Falciparum	Drug: Arterakin (DHA-PPQ)	Health Centre Tra Leng, Tra Leng, Quang Nam, Vietnam	https://ClinicalTrials.gov/show/NCT01775592
276	Examination of ACT Implementation in a Vivax / Falciparum Co-endemic Area	Completed	No Results Available	Malaria|Fever	Other: Rapid diagnostic test	HealthNet TPO, Jalalabad, Nangahar, Afghanistan|Merlin, Kunduz, Afghanistan	https://ClinicalTrials.gov/show/NCT00935688
277	VAC063C: A Study to Assess Repeat Blood-stage P. Falciparum Infection	Completed	No Results Available	Malaria	Biological: Blood-stage controlled human P. falciparum malaria infection	CCVTM, University of Oxford, Churchill Hospital, Oxford, United Kingdom	https://ClinicalTrials.gov/show/NCT03906474
278	Amodiaquine-Artesunate & Artemether-Lumefantrine Efficacy in Burkina Faso	Completed	No Results Available	Malaria	Drug: Amodiaquine-Artesunate|Drug: Artemether-lumefantrine	Clinical Reaserch Unit, Nanoro, Boulkiemdé, Burkina Faso	https://ClinicalTrials.gov/show/NCT01697787
279	Evaluation of Oral Activated Charcoal on Antimalarial Drug's Ability to Kill Parasites in Malian Children With Malaria	Completed	Has Results	Malaria|Severe Malaria	Drug: Actidose Aqua|Drug: Artesunate|Drug: Amodiaquine	Universite des Sciencies, Techniques et Technologies de Bamako, Bamako, Mali	https://ClinicalTrials.gov/show/NCT01955382
280	A Clinical Trial to Assess the Safety and Immunogenicity of New Malaria Vaccine Candidates ChAd63 Pfs25-IMX313 and MVA Pfs25-IMX313	Completed	No Results Available	Malaria	Biological: ChAd63 Pfs25-IMX313|Biological: MVA Pfs25-IMX313	CCVTM, University of Oxford, Churchill Hospital, Oxford, United Kingdom|NIHR Wellcome Trust Clinical Research Facility, Southampton, United Kingdom	https://ClinicalTrials.gov/show/NCT02532049
281	The ASAP Study - Therapeutic Efficacy of Atovaquone-proguanil vs. Artesunate-atovaquone-proguanil in Cambodia	Active, not recruiting	No Results Available	Malaria	Drug: atovaquone-proguanil|Drug: artesunate-atovaquone-proguanil	Anlong Veng Referral Hospital, Anlong Veng, Oddar Meancheay, Cambodia	https://ClinicalTrials.gov/show/NCT02297477
282	Efficacy of Artesunate-amodiaquine and Artemether-lumefantrine for Uncomplicated Malaria in South Kivu, DR Congo	Completed	No Results Available	Malaria	Drug: Amodiaquine-Artesunate (ASAQ)|Drug: Artemether-Lumefantrine (AL)		https://ClinicalTrials.gov/show/NCT02741024
283	Comparison of Two Regimens of Artemether-lumefantrine for the Treatment of Malaria in Pregnancy	Completed	No Results Available	Malaria	Drug: 3-day artemether-lumefantrine|Drug: 5-day artemether-lumefantrine	University of Kinshasa, Democratic Republic of Congo, Kinshasa, Congo	https://ClinicalTrials.gov/show/NCT01916954
284	Treatment of Malaria With Quinine Plus Sulfadoxine-Pyrimethamine	Completed	No Results Available	Malaria	Drug: Quinine plus sulfadoxine-pyrimethamine	Medical Research Unit, Lambaréné, Lambaréné, Moyen Ogooué, Gabon	https://ClinicalTrials.gov/show/NCT00167739
285	Safety and Immunogenicity of GSK Biologicals' Investigational Malaria Vaccine in HIV Infected Infants and Children	Completed	Has Results	Malaria	Biological: GSK Biological's Investigational Malaria Vaccine 257049|Biological: Human Diploid Cell Vaccine (HDCV) or Purified Vero Cell Rabies Vaccine (PVRV, Verorab) (Aventis Pasteur);|Biological: Purified Chick Embryo Cell Culture (PCEC) Rabies Vaccine (Rabipur or equivalent) (Novartis).	GSK Investigational Site, Kisian, Kenya|GSK Investigational Site, Kisumu, Kenya	https://ClinicalTrials.gov/show/NCT01148459
286	A Study to Find the Minimum Inhibitory Concentration of KAE609 in Adult Male Patients With P. Falciparum Monoinfection	Completed	Has Results	Malaria	Drug: KAE609	Novartis Investigative Site, Ho Chi Minh, Vietnam	https://ClinicalTrials.gov/show/NCT01836458
287	Fosmidomycin With Clindamycin or With Clindamycin Plus Artesunate	Withdrawn	No Results Available	Malaria	Drug: Fosmidomycin	Mahidol University, Bangkok, Thailand	https://ClinicalTrials.gov/show/NCT01002183
288	In Vivo Efficacy of Artemether-lumefantrine and Amodiaquine-artesunate in Mozambican Children	Completed	No Results Available	Malaria	Drug: Coartem™ (Artemether-lumefantrine combination)|Drug: Coarsucam™ (Amodiaquine-artesunate combination)	Hospital Rural de Montepuez, Montepuez, Cabo Delgado, Mozambique|Hospital Rural de Chókwe,, Chokwe, Gaza, Mozambique|Centro de Investigação em Saúde de Manhiça, Manhiça, Maputo, Mozambique|Centro de Saúde de Dondo, Dondo, Sofala, Mozambique|Hospital Provinvial de Tete, Tete, Mozambique	https://ClinicalTrials.gov/show/NCT02168569
289	Efficacy and Safety of Artemisinin-based Combination Treatments in the Democratic Republic of the Congo	Completed	No Results Available	Malaria	Drug: artesunate-amodiaquine|Drug: artemether-lumefantrine|Drug: Dihydroartemisinine-piperaquine	Centre de santé Bolenge, Bolenge, Equateur, Congo, The Democratic Republic of the|Centre de Santé Lupidi 1, Kapolowe, Haut-Katanga, Congo, The Democratic Republic of the|Centre de Santé de Référence Mikalayi, Kazumba, Kasai Central, Congo, The Democratic Republic of the|Centre Evangélique de Coopération, Kimpese, Kongo Central, Congo, The Democratic Republic of the|Centre de Santé de Référence Rutshuru, Rutshuru, Nord-Kivu, Congo, The Democratic Republic of the|Centre de Santé Foyer Social, Kabondo, Tshopo, Congo, The Democratic Republic of the	https://ClinicalTrials.gov/show/NCT02940756
290	Malaria Challenge With NF54 Strain	Completed	No Results Available	Plasmodium Falciparum Infection	Biological: NF54 P. falciparum isolate	University of Maryland School of Medicine - Center for Vaccine Development - Baltimore, Baltimore, Maryland, United States	https://ClinicalTrials.gov/show/NCT00744133
291	A Study to Assess Efficacy, Safety of KAE609 in Adult Patients With Acute Malaria Mono-infection	Completed	Has Results	Cure Rate	Drug: KAE609	Novartis Investigative Site, Ratchabari, Thailand|Novartis Investigative Site, Srisaket, Thailand|Novartis Investigative Site, Tak, Thailand|Novartis Investigative Site, Hanoi, Vietnam	https://ClinicalTrials.gov/show/NCT01860989
292	OZ439 PhIIa Study in Plasmodium Falciparum: Extended Observation	Completed	Has Results	Malaria	Drug: OZ439	Mae Ramat District hospital, Mae Ramat, Tak, Thailand|Shoklo Malaria Research Unit, Mae Sot, Tak, Thailand|Faculty of Tropical Medicine,, Bangkok, Thailand	https://ClinicalTrials.gov/show/NCT01713621
293	Mefloquine Bioequivalence Among 3 Commercially Available Tablets.	Completed	No Results Available	Malaria		Apoyo Hospital, Iquitos, Peru	https://ClinicalTrials.gov/show/NCT00544024
294	Optimising Operational Use of Artemether-lumefantrine Comparing 3 Day Versus 5 Day	Completed	No Results Available	Plasmodium Falciparum Infection	Drug: Artemether-lumefantrine 3 days|Drug: Artemether-lumefantrine 5 days	Medical Action Myanmar, Yangon, Myanmar	https://ClinicalTrials.gov/show/NCT02020330
295	Treatment of Malaria in Gabon With Fosmidomycin-Clindamycin	Completed	No Results Available	Malaria	Drug: Fosmidomycin-clindamycin	Medical Research Unit, Lambaréné, Lambaréné, Moyen Ogooué, Gabon	https://ClinicalTrials.gov/show/NCT00217451
296	Parasite Clearance Time and Time to Recurrent Infection Following Treatment With Artemether/Lumefantrine	Completed	No Results Available	Instantaneous Clearance	Drug: Artemether/lumefantrine	Muhimbili University of Health and Allied Sciences, Dar es Salaam, Tanzania	https://ClinicalTrials.gov/show/NCT01998295
297	Phase I Study of AMA1-C1/Alhydrogel® (Registered Trademark) + CPG 7909 Malaria Vaccine	Completed	No Results Available	Malaria	Biological: AMA1-C1/Alhydrogel + CPG 7909 (Saline)|Biological: AMA1-C1/Alhydrogel + CPG 7909 (Phosphate)|Drug: AMA1-C1/Alhydrogel + CPG 7909	Johns Hopkins University Bloomberg School of Public Health, Washington, D.C., District of Columbia, United States|National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT00427167
