orf	target	blast_score	hmmer_score	expect	evalue
Pf3D7_14_v3-3-2048703-2049146	CHEMBL3548	79.0	160.0	0.000000000000000002	0.00000000000000000000000000000000000000000000001
Pf3D7_14_v3-3-2048703-2049146	CHEMBL1909482	79.7	155.6	0.000000000000000001	0.00000000000000000000000000000000000000000000023
Pf3D7_14_v3-3-2048703-2049146	CHEMBL3213	81.6	153.6	0.0000000000000000003	0.00000000000000000000000000000000000000000000091
Pf3D7_14_v3-3-2048703-2049146	CHEMBL1671609	79.7	149.5	0.000000000000000001	0.000000000000000000000000000000000000000000017
Pf3D7_14_v3-3-2048703-2049146	CHEMBL3137272	83.2	143.2	0.00000000000000000004	0.0000000000000000000000000000000000000000016
Pf3D7_14_v3-3-2048703-2049146	CHEMBL4448	86.3	141.8	0.000000000000000000005	0.000000000000000000000000000000000000000004
Pf3D7_14_v3-3-2048703-2049146	CHEMBL4277	83.2	138.7	0.00000000000000000007	0.000000000000000000000000000000000000000036
Pf3D7_14_v3-3-2048703-2049146	CHEMBL1075282	83.6	135.8	0.00000000000000000005	0.00000000000000000000000000000000000000029
Pf3D7_14_v3-3-2048703-2049146	CHEMBL5105	82.8	131.2	0.00000000000000000009	0.0000000000000000000000000000000000000074
Pf3D7_14_v3-3-2052438-2052635	CHEMBL2299	28.1	13.8	0.087	0.03
Pf3D7_14_v3-3-2056491-2059235	CHEMBL1293311	48.9	498.1	0.000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016
Pf3D7_14_v3-3-2056491-2059235	CHEMBL2111328	50.4	490.6	0.000001	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003
Pf3D7_14_v3-3-2056491-2059235	CHEMBL2242735	64.3	455.7	0.0000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011
Pf3D7_14_v3-3-2056491-2059235	CHEMBL1935	39.3	421.1	0.004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031
Pf3D7_14_v3-3-2056491-2059235	CHEMBL2055	43.9	420.6	0.0002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000042
Pf3D7_14_v3-3-2056491-2059235	CHEMBL1287605	43.9	420.6	0.0002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043
Pf3D7_14_v3-3-2056491-2059235	CHEMBL4872	39.3	419.6	0.004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000086
Pf3D7_14_v3-3-2056491-2059235	CHEMBL4168	45.1	416.3	0.00007	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000087
Pf3D7_14_v3-3-2056491-2059235	CHEMBL2207	39.3	401.7	0.004	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022
Pf3D7_14_v3-3-2056491-2059235	CHEMBL1793	39.3	397.0	0.004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000057
Pf3D7_14_v3-3-2065716-2065871	CHEMBL209	26.9	10.0	0.14	0.47
Pf3D7_14_v3-3-2095437-2095601	CHEMBL1075184	25.0	12.1	0.89	0.093
Pf3D7_14_v3-3-210528-210800	CHEMBL6145	38.5	250.6	0.00005	0.00000000000000000000000000000000000000000000000000000000000000000000000000036
Pf3D7_14_v3-3-210528-210800	CHEMBL1293309	36.2	245.4	0.0003	0.000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_14_v3-3-210528-210800	CHEMBL1938219	35.0	120.1	0.0008	0.000000000000000000000000000000000018
Pf3D7_14_v3-3-210528-210800	CHEMBL2150844	32.7	105.2	0.005	0.00000000000000000000000000000083
Pf3D7_14_v3-3-210528-210800	CHEMBL3038478	27.3	48.4	0.37	0.00000000000043
Pf3D7_14_v3-3-210528-210800	CHEMBL2111431	26.6	35.0	0.64	0.0000000062
Pf3D7_14_v3-3-2108850-2112785	CHEMBL3137263	102	271.6	0.000000000000000000000008	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000051
Pf3D7_14_v3-3-2108850-2112785	CHEMBL2109240	102	270.6	0.00000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000001
Pf3D7_14_v3-3-2108850-2112785	CHEMBL2111321	67.0	197.5	0.000000000009	0.00000000000000000000000000000000000000000000000000000000012
Pf3D7_14_v3-3-2108850-2112785	CHEMBL2111321	40.8	197.5	0.001	0.00000000000000000000000000000000000000000000000000000000012
Pf3D7_14_v3-3-2108850-2112785	CHEMBL2363965	43.9	193.3	0.0002	0.0000000000000000000000000000000000000000000000000000000021
Pf3D7_14_v3-3-2108850-2112785	CHEMBL2363965	40.8	193.3	0.001	0.0000000000000000000000000000000000000000000000000000000021
Pf3D7_14_v3-3-2108850-2112785	CHEMBL2363965	56.2	193.3	0.000000008	0.0000000000000000000000000000000000000000000000000000000021
Pf3D7_14_v3-3-2108850-2112785	CHEMBL1075134	40.8	161.9	0.001	0.0000000000000000000000000000000000000000000000064
Pf3D7_14_v3-3-2108850-2112785	CHEMBL3364	40.0	150.3	0.003	0.00000000000000000000000000000000000000000002
Pf3D7_14_v3-3-2108850-2112785	CHEMBL5825	40.8	147.3	0.001	0.00000000000000000000000000000000000000000017
Pf3D7_14_v3-3-2126511-2126762	CHEMBL1907610	26.6	9.4	0.63	0.56
Pf3D7_14_v3-3-214320-214481	CHEMBL5064	21.9	7.5	9.7	3.6
Pf3D7_14_v3-3-2171769-2171939	CHEMBL5606	26.2	8.3	0.35	1.9
Pf3D7_14_v3-3-217824-226304	CHEMBL2096904	33.5	116.4	0.80	0.00000000000000000000000000000000019
Pf3D7_14_v3-3-2202798-2202968	CHEMBL2601	26.2	9.8	0.33	0.64
Pf3D7_14_v3-3-2207364-2208317	CHEMBL5119	33.5	14.6	0.058	0.005
Pf3D7_14_v3-3-2236644-2236904	CHEMBL2601	25.8	6.5	1.2	5.7
Pf3D7_14_v3-3-2263812-2264105	CHEMBL5161	27.3	12.0	0.50	0.094
Pf3D7_14_v3-3-2308059-2308223	CHEMBL5653	28.1	17.9	0.063	0.0015
Pf3D7_14_v3-3-2365185-2365367	CHEMBL3248	23.9	10.5	2.6	0.3
Pf3D7_14_v3-3-2423907-2426297	CHEMBL3298	30.4	9.7	1.4	0.077
Pf3D7_14_v3-3-2441763-2441951	CHEMBL3351	24.3	12.5	2.0	0.078
Pf3D7_14_v3-3-2450658-2450891	CHEMBL2029194	25.0	14.2	2.0	0.019
Pf3D7_14_v3-3-2450658-2450891	CHEMBL2034807	25.0	13.8	2.0	0.026
Pf3D7_14_v3-3-2450658-2450891	CHEMBL2034811	23.9	13.0	4.2	0.046
Pf3D7_14_v3-3-2452461-2453354	CHEMBL2062356	40.4	16.7	0.0003	0.0016
Pf3D7_14_v3-3-2457594-2457812	CHEMBL3137282	29.6	12.3	0.031	0.097
Pf3D7_14_v3-3-2457594-2457812	CHEMBL4963	29.6	11.4	0.033	0.18
Pf3D7_14_v3-3-2457594-2457812	CHEMBL1795108	29.6	6.0	0.035	8.9
Pf3D7_14_v3-3-2462016-2462264	CHEMBL3948	34.7	16.3	0.0007	0.0035
Pf3D7_14_v3-3-2462016-2462264	CHEMBL3161	34.7	16.1	0.0007	0.0042
Pf3D7_14_v3-3-246216-246380	CHEMBL4190	27.3	16.0	0.12	0.0055
Pf3D7_14_v3-3-246216-246380	CHEMBL4189	25.8	13.6	0.41	0.033
Pf3D7_14_v3-3-250563-250820	CHEMBL1855	23.9	10.9	6.4	0.19
Pf3D7_14_v3-3-250563-250820	CHEMBL2478	23.9	10.5	6.9	0.25
Pf3D7_14_v3-3-250563-250820	CHEMBL3170	23.5	10.4	7.3	0.27
Pf3D7_14_v3-3-2532672-2532842	CHEMBL2889	24.6	11.9	1.3	0.12
Pf3D7_14_v3-3-253518-257357	CHEMBL5119	50.8	142.7	0.000001	0.0000000000000000000000000000000000000000032
Pf3D7_14_v3-3-253518-257357	CHEMBL5624	49.7	140.1	0.000003	0.00000000000000000000000000000000000000002
Pf3D7_14_v3-3-2536962-2537237	CHEMBL1907589	34.3	15.7	0.001	0.0062
Pf3D7_14_v3-3-2563035-2563187	CHEMBL3218	26.6	16.0	0.20	0.0058
Pf3D7_14_v3-3-2563035-2563187	CHEMBL1795092	26.6	16.0	0.18	0.0062
Pf3D7_14_v3-3-2564733-2565017	CHEMBL1907609	27.7	13.9	0.31	0.018
Pf3D7_14_v3-3-2570730-2571716	CHEMBL2363965	35.0	13.8	0.019	0.0094
Pf3D7_14_v3-3-2570730-2571716	CHEMBL2111465	31.2	12.4	0.34	0.026
Pf3D7_14_v3-3-2575320-2576333	CHEMBL1075034	61.2	202.6	0.00000000007	0.0000000000000000000000000000000000000000000000000000000000033
Pf3D7_14_v3-3-2640372-2640578	CHEMBL3038455	25.0	8.0	1.2	1.6
Pf3D7_14_v3-3-2645010-2645339	CHEMBL3892	27.7	13.9	0.48	0.022
Pf3D7_14_v3-3-2650713-2655137	CHEMBL6186	51.2	312.0	0.000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028
Pf3D7_14_v3-3-2650713-2655137	CHEMBL2083	42.7	140.6	0.0005	0.000000000000000000000000000000000000000014
Pf3D7_14_v3-3-2650713-2655137	CHEMBL5800	42.7	138.7	0.0005	0.000000000000000000000000000000000000000053
Pf3D7_14_v3-3-2650713-2655137	CHEMBL4932	41.2	129.7	0.001	0.000000000000000000000000000000000000028
Pf3D7_14_v3-3-2650713-2655137	CHEMBL2111475	43.1	126.4	0.0005	0.00000000000000000000000000000000000028
Pf3D7_14_v3-3-2650713-2655137	CHEMBL4619	41.6	122.5	0.001	0.0000000000000000000000000000000000041
Pf3D7_14_v3-3-2650713-2655137	CHEMBL1250403	42.7	120.5	0.0005	0.000000000000000000000000000000000017
Pf3D7_14_v3-3-2650713-2655137	CHEMBL5022	42.4	116.1	0.0007	0.00000000000000000000000000000000036
Pf3D7_14_v3-3-2650713-2655137	CHEMBL2163183	43.9	106.1	0.0002	0.00000000000000000000000000000036
Pf3D7_14_v3-3-2650713-2655137	CHEMBL2163177	42.0	89.0	0.0008	0.000000000000000000000000054
Pf3D7_14_v3-3-2668230-2668403	CHEMBL3832	22.7	6.8	5.5	3.7
Pf3D7_14_v3-3-2750142-2750312	CHEMBL1075230	26.2	13.6	0.31	0.029
Pf3D7_14_v3-3-2750958-2752421	CHEMBL3038513	268	634.8	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037
Pf3D7_14_v3-3-2750958-2752421	CHEMBL4033	268	634.8	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037
Pf3D7_14_v3-3-2750958-2752421	CHEMBL2111456	311	625.5	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024
Pf3D7_14_v3-3-2750958-2752421	CHEMBL2142	305	621.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054
Pf3D7_14_v3-3-2750958-2752421	CHEMBL3116	232	562.1	0.000000000000000000000000000000000000000000000000000000000000000000000008	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000041
Pf3D7_14_v3-3-2750958-2752421	CHEMBL6158	217	560.4	0.000000000000000000000000000000000000000000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-2753148-2753300	CHEMBL3438	23.1	14.1	3.1	0.017
Pf3D7_14_v3-3-2758629-2758898	CHEMBL2096907	30.8	9.8	0.022	0.46
Pf3D7_14_v3-3-2765442-2765594	CHEMBL242	24.6	11.4	1.0	0.17
Pf3D7_14_v3-3-2825364-2825735	CHEMBL2010624	149	197.2	0.000000000000000000000000000000000000000000006	0.000000000000000000000000000000000000000000000000000000000025
Pf3D7_14_v3-3-2825364-2825735	CHEMBL2010625	148	197.1	0.000000000000000000000000000000000000000000006	0.000000000000000000000000000000000000000000000000000000000026
Pf3D7_14_v3-3-2825364-2825735	CHEMBL2364103	133	172.1	0.000000000000000000000000000000000000006	0.0000000000000000000000000000000000000000000000000014
Pf3D7_14_v3-3-2825364-2825735	CHEMBL2552	44.3	121.5	0.000001	0.0000000000000000000000000000000000069
Pf3D7_14_v3-3-2825364-2825735	CHEMBL3491	62.0	118.8	0.0000000000008	0.000000000000000000000000000000000046
Pf3D7_14_v3-3-2825364-2825735	CHEMBL6068	25.8	118.6	2.7	0.000000000000000000000000000000000052
Pf3D7_14_v3-3-283017-284432	CHEMBL209	914	759.7	0.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_14_v3-3-283017-284432	CHEMBL4106	694	716.6	0.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000052
Pf3D7_14_v3-3-283017-284432	CHEMBL5514	583	702.1	0.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-283017-284432	CHEMBL242	597	697.6	0.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031
Pf3D7_14_v3-3-283017-284432	CHEMBL3229	517	664.8	0.0	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027
Pf3D7_14_v3-3-283017-284432	CHEMBL5325	177	426.1	0.000000000000000000000000000000000000000000000000003	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000067
Pf3D7_14_v3-3-283017-284432	CHEMBL5916	178	425.2	0.000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-283017-284432	CHEMBL3131	174	423.6	0.00000000000000000000000000000000000000000000000005	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000039
Pf3D7_14_v3-3-283017-284432	CHEMBL4009	178	416.0	0.000000000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000078
Pf3D7_14_v3-3-283017-284432	CHEMBL5708	173	382.5	0.00000000000000000000000000000000000000000000000008	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011
Pf3D7_14_v3-3-2838612-2838830	CHEMBL5360	25.4	12.9	1.3	0.046
Pf3D7_14_v3-3-2838612-2838830	CHEMBL5309	25.4	12.9	1.3	0.046
Pf3D7_14_v3-3-2838612-2838830	CHEMBL5512	25.4	12.9	1.3	0.047
Pf3D7_14_v3-3-2841798-2841989	CHEMBL3248	31.2	15.3	0.007	0.0079
Pf3D7_14_v3-3-2841798-2841989	CHEMBL5306	28.9	8.1	0.046	1.7
Pf3D7_14_v3-3-2842278-2842505	CHEMBL2363066	26.6	14.5	0.50	0.016
Pf3D7_14_v3-3-2847051-2847200	CHEMBL1075307	22.7	12.3	4.7	0.08
Pf3D7_14_v3-3-2848680-2848871	CHEMBL2036	24.3	7.4	2.2	3.6
Pf3D7_14_v3-3-2864568-2864924	CHEMBL2205	25.8	14.4	2.3	0.012
Pf3D7_14_v3-3-2864568-2864924	CHEMBL2340	26.2	14.4	1.8	0.012
Pf3D7_14_v3-3-2864568-2864924	CHEMBL1613741	26.2	14.3	1.8	0.012
Pf3D7_14_v3-3-2864568-2864924	CHEMBL1628478	25.8	14.3	2.3	0.012
Pf3D7_14_v3-3-2865615-2865788	CHEMBL3124737	26.6	12.3	0.25	0.082
Pf3D7_14_v3-3-287379-287570	CHEMBL1741193	26.9	14.0	0.23	0.03
Pf3D7_14_v3-3-287379-287570	CHEMBL1075156	26.9	14.0	0.24	0.03
Pf3D7_14_v3-3-287379-287570	CHEMBL3830	26.9	14.0	0.23	0.03
Pf3D7_14_v3-3-287379-287570	CHEMBL4781	27.3	8.6	0.15	1.6
Pf3D7_14_v3-3-2878005-2878208	CHEMBL1764937	27.3	13.1	0.23	0.042
Pf3D7_14_v3-3-2878005-2878208	CHEMBL6129	27.7	10.9	0.14	0.21
Pf3D7_14_v3-3-28788-28949	CHEMBL2866	29.3	13.2	0.022	0.042
Pf3D7_14_v3-3-288129-289652	CHEMBL242	925	808.7	0.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000082
Pf3D7_14_v3-3-288129-289652	CHEMBL5514	630	730.6	0.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038
Pf3D7_14_v3-3-288129-289652	CHEMBL4106	607	714.2	0.0	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036
Pf3D7_14_v3-3-288129-289652	CHEMBL209	595	703.4	0.0	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000066
Pf3D7_14_v3-3-288129-289652	CHEMBL3229	574	675.9	0.0	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_14_v3-3-288129-289652	CHEMBL5325	199	420.2	0.00000000000000000000000000000000000000000000000000000000005	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000049
Pf3D7_14_v3-3-288129-289652	CHEMBL5916	199	419.6	0.00000000000000000000000000000000000000000000000000000000005	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000071
Pf3D7_14_v3-3-288129-289652	CHEMBL3131	197	418.5	0.0000000000000000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015
Pf3D7_14_v3-3-288129-289652	CHEMBL4885	184	412.5	0.00000000000000000000000000000000000000000000000000001	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
Pf3D7_14_v3-3-288129-289652	CHEMBL4009	191	408.9	0.00000000000000000000000000000000000000000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-2897544-2897714	CHEMBL2438	24.6	12.5	1.2	0.073
Pf3D7_14_v3-3-2897898-2898350	CHEMBL2363135	89.7	114.2	0.00000000000000000000002	0.0000000000000000000000000000000024
Pf3D7_14_v3-3-2897898-2898350	CHEMBL4148	89.4	114.2	0.00000000000000000000002	0.0000000000000000000000000000000024
Pf3D7_14_v3-3-2897898-2898350	CHEMBL2362989	28.5	95.3	0.47	0.0000000000000000000000000016
Pf3D7_14_v3-3-2898630-2898839	CHEMBL6108	24.3	5.9	2.3	8.5
Pf3D7_14_v3-3-2913063-2913236	CHEMBL2176841	26.9	14.1	0.17	0.021
Pf3D7_14_v3-3-2963832-2964008	CHEMBL1981	30.8	10.7	0.009	0.26
Pf3D7_14_v3-3-297420-298820	CHEMBL3229	916	718.6	0.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-297420-298820	CHEMBL5514	542	699.6	0.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000072
Pf3D7_14_v3-3-297420-298820	CHEMBL4106	522	695.5	0.0	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-297420-298820	CHEMBL242	575	692.1	0.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014
Pf3D7_14_v3-3-297420-298820	CHEMBL209	517	687.8	0.0	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026
Pf3D7_14_v3-3-297420-298820	CHEMBL4877	150	432.3	0.00000000000000000000000000000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000086
Pf3D7_14_v3-3-297420-298820	CHEMBL5325	149	420.5	0.0000000000000000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031
Pf3D7_14_v3-3-297420-298820	CHEMBL1743295	146	420.3	0.0000000000000000000000000000000000000005	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037
Pf3D7_14_v3-3-297420-298820	CHEMBL5916	149	419.4	0.00000000000000000000000000000000000000007	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000068
Pf3D7_14_v3-3-297420-298820	CHEMBL1795131	151	413.2	0.000000000000000000000000000000000000000009	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000051
Pf3D7_14_v3-3-2974962-2975156	CHEMBL5419	25.4	13.0	0.73	0.052
Pf3D7_14_v3-3-2981301-2981543	CHEMBL4959	24.6	14.5	2.5	0.018
Pf3D7_14_v3-3-299352-299537	CHEMBL401	25.0	9.0	1.1	0.95
Pf3D7_14_v3-3-3023379-3023723	CHEMBL2176811	31.6	83.5	0.014	0.0000000000000000000000061
Pf3D7_14_v3-3-3023379-3023723	CHEMBL2285355	39.3	82.0	0.00002	0.000000000000000000000018
Pf3D7_14_v3-3-3023379-3023723	CHEMBL2189114	39.7	79.0	0.00002	0.00000000000000000000015
Pf3D7_14_v3-3-3038256-3038486	CHEMBL3472	29.3	13.4	0.058	0.036
Pf3D7_14_v3-3-3051306-3051644	CHEMBL5125	37.0	17.0	0.0003	0.0024
Pf3D7_14_v3-3-3052818-3053123	CHEMBL2241	42.7	12.6	0.000003	0.067
Pf3D7_14_v3-3-305436-305669	CHEMBL2364103	23.9	9.9	4.2	0.49
Pf3D7_14_v3-3-3059799-3059957	CHEMBL3942	26.2	7.7	0.25	3.3
Pf3D7_14_v3-3-3060735-3061439	CHEMBL4106	28.1	10.3	1.8	0.19
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362989	40.8	59.0	0.000002	0.00000000000000015
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362990	37.7	58.5	0.00003	0.0000000000000002
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362985	35.0	56.7	0.0003	0.00000000000000078
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362987	37.0	53.6	0.00006	0.000000000000007
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362988	35.0	52.6	0.0003	0.000000000000014
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362986	31.6	52.4	0.005	0.000000000000017
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362983	41.2	51.3	0.000002	0.000000000000036
Pf3D7_14_v3-3-3067674-3067859	CHEMBL2362984	28.5	48.2	0.061	0.00000000000034
Pf3D7_14_v3-3-3081741-3084632	CHEMBL2093865	51.6	540.4	0.0000006	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034
Pf3D7_14_v3-3-3132576-3132758	CHEMBL3052	26.9	10.8	0.21	0.22
Pf3D7_14_v3-3-3138873-3139028	CHEMBL4090	22.3	6.8	5.8	5.6
Pf3D7_14_v3-3-3138873-3139028	CHEMBL2529	22.7	6.6	5.6	6.7
Pf3D7_14_v3-3-3138873-3139028	CHEMBL5958	22.7	6.5	5.6	6.9
Pf3D7_14_v3-3-3138873-3139028	CHEMBL5058	22.7	6.0	5.6	10
Pf3D7_14_v3-3-3143322-3144209	CHEMBL2364022	39.7	210.4	0.0005	0.000000000000000000000000000000000000000000000000000000000000013
Pf3D7_14_v3-3-3143322-3144209	CHEMBL5085	41.6	107.0	0.0001	0.00000000000000000000000000000042
Pf3D7_14_v3-3-3143322-3144209	CHEMBL5066	40.8	103.6	0.0003	0.0000000000000000000000000000045
Pf3D7_14_v3-3-3143322-3144209	CHEMBL2497	40.4	102.6	0.0003	0.0000000000000000000000000000091
Pf3D7_14_v3-3-3143322-3144209	CHEMBL1075282	39.3	93.9	0.0006	0.0000000000000000000000000041
Pf3D7_14_v3-3-3143322-3144209	CHEMBL2111372	40.8	92.0	0.0003	0.000000000000000000000000015
Pf3D7_14_v3-3-3143322-3144209	CHEMBL1907607	40.8	86.5	0.0003	0.00000000000000000000000073
Pf3D7_14_v3-3-3143322-3144209	CHEMBL335	41.6	84.5	0.0002	0.0000000000000000000000028
Pf3D7_14_v3-3-3143322-3144209	CHEMBL2052030	40.4	82.4	0.0003	0.000000000000000000000012
Pf3D7_14_v3-3-3143322-3144209	CHEMBL3975	40.4	81.8	0.0004	0.00000000000000000000002
Pf3D7_14_v3-3-3170094-3171689	CHEMBL1293296	41.2	10.6	0.0006	0.077
Pf3D7_14_v3-3-3170094-3171689	CHEMBL5331	38.5	9.7	0.003	0.14
Pf3D7_14_v3-3-3183606-3184349	CHEMBL309	32.3	9.2	0.098	0.34
Pf3D7_14_v3-3-319464-319664	CHEMBL2046260	23.9	13.8	3.5	0.032
Pf3D7_14_v3-3-3209982-3210854	CHEMBL1255132	68.2	327.5	0.0000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
Pf3D7_14_v3-3-3209982-3210854	CHEMBL2195	58.9	323.0	0.0000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000046
Pf3D7_14_v3-3-3209982-3210854	CHEMBL5009	60.8	322.3	0.00000000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000077
Pf3D7_14_v3-3-3209982-3210854	CHEMBL5005	59.3	314.7	0.0000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016
Pf3D7_14_v3-3-3209982-3210854	CHEMBL5567	48.5	313.4	0.0000007	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000039
Pf3D7_14_v3-3-3209982-3210854	CHEMBL2364103	46.6	240.1	0.000003	0.0000000000000000000000000000000000000000000000000000000000000000000000087
Pf3D7_14_v3-3-3209982-3210854	CHEMBL3505	44.7	235.2	0.00001	0.00000000000000000000000000000000000000000000000000000000000000000000026
Pf3D7_14_v3-3-3209982-3210854	CHEMBL5623	28.5	195.4	1.6	0.00000000000000000000000000000000000000000000000000000000035
Pf3D7_14_v3-3-3209982-3210854	CHEMBL5465	28.1	184.2	2.3	0.0000000000000000000000000000000000000000000000000000009
